x,y,Frequency
45.605643,-73.517449,4
45.609493,-73.527156,4
45.609482,-73.527162,4
45.595193,-73.535554,4
45.597787,-73.522105,4
45.601883,-73.521102,4
45.601367,-73.519976,4
45.605157,-73.552109,4
45.598231,-73.565708,4
45.606817,-73.586115,4
45.597468,-73.559116,4
45.59925,-73.568619,4
45.611746,-73.555608,4
45.600989,-73.576299,4
45.594291,-73.557184,4
45.604498,-73.550836,4
45.594296,-73.553616,4
43.646633,-79.384019,4
52.641858,-114.238225,4
49.264282,-122.941981,4
49.872769,-97.130119,4
46.318089,-79.456573,4
49.863424,-99.938973,4
45.44003,-75.651065,4
45.351738,-75.652037,4
55.740995,-97.847358,4
44.73087,-63.659906,4
43.685344,-79.392538,4
,0,4
45.41916,-75.708395,4
49.244762,-55.058152,4
53.306893,-60.326251,4
43.13239,-79.234261,4
45.599451,-73.521111,4
45.612296,-73.553108,4
45.590859,-73.510515,4
45.631813,-73.589346,4
45.600879,-73.517101,4
45.59373,-73.524218,4
45.637073,-73.581765,4
45.610057,-73.547611,4
45.603061,-73.519042,4
50.469972,-104.608588,4
53.526884,-113.417701,4
43.248892,-79.786883,4
50.931639,-102.802176,4
45.408924,-65.979201,4
44.220814,-76.506705,4
45.42319,-75.682419,4
45.421752,-75.681064,4
49.828755,-97.173753,4
,0,4
,0,4
,0,4
,0,4
,0,4
45.388282,-75.639377,4
43.807234,-79.345501,4
45.653091,-74.94059,4
45.53824,-73.611059,4
43.786546,-79.469951,4
,0,4
49.147114,-122.491754,4
43.463172,-80.532611,4
53.45799,-113.513008,4
48.433105,-89.232526,4
43.67055,-79.406102,4
53.563009,-113.567473,4
46.413192,-63.781755,4
45.484215,-73.562825,4
45.56936,-73.536537,4
53.814042,-101.243108,4
47.042362,-67.742005,4
45.501036,-73.574697,4
45.577881,-62.643953,4
,0,4
45.263527,-73.619961,4
48.172848,-65.854187,4
,0,4
44.734231,-63.748855,4
46.213214,-64.26364,4
,0,4
52.442823,-109.155372,4
51.048573,-114.067163,4
50.992442,-114.094769,4
45.475912,-73.602055,4
44.980006,-64.124571,4
45.38145,-71.935064,4
43.651027,-79.377682,4
45.595133,-73.57234,4
62.452766,-114.37448,4
45.503358,-73.558839,4
44.701013,-63.589551,4
49.214962,-122.631901,4
60.729508,-135.07088,4
60.715915,-135.039247,4
49.870803,-111.378918,4
43.685208,-79.409824,4
45.960982,-66.064692,4
45.842111,-66.472782,4
50.024152,-110.672424,4
,0,4
,0,4
49.251091,-122.987952,4
49.828894,-97.178049,4
49.893466,-97.200549,4
49.881383,-97.297375,4
49.922626,-97.165247,4
49.899385,-97.059076,4
49.904557,-97.025159,4
49.895361,-97.026941,4
49.811203,-97.094338,4
49.826425,-97.20701,4
49.821828,-97.152556,4
49.793779,-97.174287,4
49.889342,-97.143775,4
49.88678,-97.165587,4
49.892862,-97.139173,4
49.884101,-97.216438,4
49.882573,-97.189171,4
49.872136,-97.29896,4
49.843059,-97.095665,4
49.904791,-97.058873,4
49.827033,-97.112584,4
49.850434,-97.100484,4
49.863496,-97.186909,4
49.825757,-97.114375,4
49.952949,-97.07728,4
49.958918,-97.089596,4
49.920044,-97.130659,4
49.93608,-97.19489,4
49.824198,-97.204208,4
49.846678,-97.154392,4
49.894792,-97.136677,4
49.928059,-97.169014,4
49.881422,-97.31371,4
49.888114,-97.28479,4
49.816727,-97.149305,4
49.911949,-97.083268,4
49.886038,-97.23832,4
49.929484,-97.161089,4
49.877959,-97.329448,4
49.933566,-97.097716,4
49.81588,-97.151825,4
49.864912,-97.14705,4
49.89515,-97.03937,4
49.820118,-97.113068,4
49.934939,-97.195157,4
49.885512,-97.302465,4
49.870866,-97.089593,4
49.881784,-97.125716,4
49.900853,-96.986134,4
49.870796,-97.144561,4
49.877624,-97.270806,4
49.921105,-97.092876,4
49.957093,-97.092927,4
49.890707,-97.141758,4
49.920054,-97.110912,4
49.881198,-97.317785,4
49.913445,-97.134799,4
49.830744,-97.090985,4
49.858961,-97.263241,4
49.860626,-97.114013,4
49.907301,-97.137984,4
49.952959,-97.170048,4
49.79444,-97.147459,4
49.903902,-97.162069,4
49.897203,-97.180356,4
49.854454,-97.078176,4
49.80629,-97.154778,4
49.868499,-97.257363,4
49.861656,-97.149177,4
49.885413,-97.249856,4
49.929463,-97.102077,4
49.874303,-97.197964,4
49.959073,-97.093217,4
49.928554,-97.10137,4
49.893252,-97.17112,4
49.860913,-97.340783,4
49.870116,-97.174663,4
49.900529,-97.043638,4
49.853971,-97.072227,4
49.854524,-97.162221,4
49.896923,-97.172005,4
49.904416,-97.168632,4
49.941195,-97.130083,4
49.862467,-97.156736,4
49.879819,-97.281624,4
49.930454,-97.147838,4
49.887553,-97.161508,4
49.858484,-97.288669,4
49.935438,-97.134694,4
49.948482,-97.478294,4
49.838603,-97.113031,4
49.881259,-97.286762,4
49.931115,-97.068228,4
49.892838,-97.156871,4
49.830458,-97.106697,4
49.926697,-97.19504,4
49.880305,-97.294657,4
49.860709,-97.287806,4
49.839482,-97.203649,4
49.897147,-97.062902,4
49.853646,-97.173158,4
49.802239,-97.155532,4
49.745512,-97.17429,4
49.932009,-97.099613,4
49.89995,-97.154656,4
49.854989,-97.112444,4
49.833079,-97.089205,4
49.865496,-97.135032,4
49.895447,-97.133771,4
49.182405,-97.939803,4
49.951868,-95.969073,4
49.595324,-99.689155,4
49.097191,-100.704693,4
50.13343,-97.546849,4
49.133799,-96.561603,4
49.629351,-98.699422,4
55.74265,-97.853723,4
55.743918,-97.851837,4
53.812906,-101.243785,4
53.812152,-101.242384,4
49.41084,-98.789291,4
49.5222,-96.67829,4
49.523842,-96.683711,4
49.526337,-96.685237,4
49.540296,-96.688587,4
49.960993,-98.278239,4
50.449131,-101.304358,4
49.672547,-97.101066,4
49.808134,-99.64767,4
50.145887,-96.875074,4
50.154225,-96.893978,4
50.143681,-96.874756,4
49.952584,-98.271695,4
50.672334,-100.813042,4
51.387703,-99.58902,4
50.032053,-100.238383,4
49.555011,-101.097308,4
50.119656,-100.034083,4
50.56432,-96.203008,4
49.973653,-98.291642,4
49.96861,-98.278943,4
49.97347,-98.30155,4
49.971144,-98.318824,4
49.971762,-98.291242,4
49.096377,-95.82973,4
50.146554,-95.883236,4
49.201971,-98.89724,4
49.178224,-101.261974,4
51.211132,-97.601968,4
50.563569,-100.579747,4
49.93846,-96.845655,4
50.135796,-100.429896,4
49.767163,-100.632439,4
53.971537,-97.821695,4
49.352463,-97.363145,4
49.19018,-98.0983,4
49.191206,-98.108611,4
50.142977,-101.033573,4
49.35366,-98.28225,4
49.273022,-100.992704,4
49.360862,-98.990899,4
49.238649,-98.537938,4
50.695167,-98.034499,4
50.089239,-96.954947,4
49.670142,-96.82005,4
49.690887,-97.262753,4
49.182118,-99.669972,4
49.986605,-100.614196,4
49.709634,-96.988462,4
49.540899,-99.00642,4
49.87309,-97.408686,4
49.481984,-100.523617,4
50.180696,-100.594282,4
49.406163,-96.858405,4
49.558134,-99.285161,4
56.338437,-94.773595,4
51.15025,-100.487022,4
54.76251,-101.8759,4
54.766502,-101.868545,4
51.083043,-97.616804,4
51.52754,-100.394989,4
50.695728,-98.034314,4
50.497742,-99.912571,4
50.181495,-100.597726,4
49.975086,-97.006066,4
49.141608,-97.162491,4
51.145902,-100.054343,4
51.15248,-100.04569,4
51.138238,-100.061905,4
49.556814,-99.09172,4
49.092152,-99.338492,4
49.88689,-99.9619,4
49.848442,-99.953153,4
49.868646,-99.961853,4
49.842046,-99.957451,4
49.832831,-99.945863,4
49.829229,-99.938839,4
50.421183,-101.045434,4
51.914612,-101.54665,4
50.241025,-97.367022,4
50.570037,-98.786871,4
43.525007,-79.890199,4
50.954024,-114.001339,4
53.492644,-113.483823,4
45.416748,-75.699548,4
45.517572,-73.585708,4
47.668647,-69.722067,4
45.276221,-66.072011,4
43.040157,-79.287685,4
50.394243,-105.533065,4
43.157474,-79.104739,4
45.588564,-73.515662,4
45.497388,-73.574198,4
46.272587,-63.14184,4
46.235622,-63.127108,4
53.543269,-113.505287,4
53.634582,-113.612797,4
53.535735,-113.997868,4
43.719376,-79.333218,4
47.518853,-52.844292,4
46.399988,-63.788736,4
46.594447,-65.930853,4
49.040881,-122.295421,4
43.742753,-79.31695,4
49.265459,-123.096107,4
50.095103,-108.481922,4
49.659727,-112.794754,4
49.677753,-112.802142,4
55.208379,-118.758748,4
50.155458,-96.872832,4
49.903047,-97.15648,4
45.427128,-75.718686,3
45.464518,-73.826133,3
44.883755,-66.917951,3
,0,3
45.498562,-73.503425,3
45.418074,-75.70363,3
46.798041,-71.17037,3
,0,3
45.722533,-65.516553,3
49.886831,-99.955364,3
53.282592,-110.007506,3
,0,3
,0,3
46.540279,-67.370017,3
,0,3
,0,3
51.100078,-114.033353,3
47.354695,-68.202197,3
46.261481,-63.097969,3
49.782387,-124.362309,3
55.646017,-99.300674,3
45.343741,-80.014831,3
51.179208,-115.569694,3
44.260351,-76.961417,3
47.406304,-54.886839,3
43.705848,-79.403689,3
56.74139,-111.450789,3
46.183839,-60.016746,3
48.423861,-123.355333,3
48.424033,-123.361783,3
53.587859,-116.449793,3
50.723143,-120.359112,3
49.263756,-124.795657,3
45.425034,-75.692897,3
43.648225,-79.38743,3
54.405573,-116.808371,3
,0,3
45.524692,-73.553578,3
45.520517,-73.580006,3
45.424512,-75.698029,3
43.254397,-79.866697,3
46.186986,-66.585623,3
45.513686,-73.553269,3
,0,3
55.279928,-114.772518,3
50.96832,-113.895659,3
45.335241,-79.202407,3
49.76053,-94.473835,3
46.653183,-80.991326,3
43.770669,-79.545796,3
46.923822,-65.823223,3
46.417889,-66.5215,3
,0,3
,0,3
49.321134,-123.080274,3
,0,3
46.157085,-67.604175,3
48.871632,-72.323854,3
,0,3
45.632473,-73.870953,3
47.570955,-52.739548,3
46.212843,-66.686403,3
,0,3
,0,3
49.842185,-99.971533,3
,0,3
55.732804,-97.863912,3
44.502068,-80.234342,3
45.467262,-73.828749,3
45.311922,-73.266341,3
49.941389,-97.167722,3
53.541548,-113.506514,3
45.433594,-75.695529,3
,0,3
45.488146,-73.724712,3
,0,3
43.648183,-79.384841,3
43.847345,-79.03632,3
,0,3
45.412679,-75.676085,3
52.122357,-106.650875,3
49.854583,-97.175657,3
45.39516,-75.672088,3
45.520659,-73.573835,3
49.925607,-97.211593,3
,0,3
,0,3
,0,3
42.976744,-82.375891,3
46.907711,-71.350759,3
53.274952,-110.017784,3
,0,3
,0,3
,0,3
,0,3
,0,3
49.278194,-123.125838,3
,0,3
,0,3
,0,3
,0,3
49.780758,-92.833242,3
,0,3
,0,3
44.11144,-79.570388,3
,0,3
49.053606,-122.806478,3
,0,3
,0,3
,0,3
,0,3
,0,3
,0,3
,0,3
48.380887,-89.308951,3
48.448212,-68.523669,3
48.411202,-71.071961,3
46.79284,-71.261887,3
45.460689,-75.766324,3
45.635655,-61.367087,3
,0,3
49.93411,-97.174898,3
45.527786,-63.173692,3
53.338003,-113.53136,3
46.215362,-63.090434,3
53.539093,-113.494184,3
49.122668,-123.170987,3
45.700538,-65.474552,3
54.454103,-110.173222,3
49.311164,-122.847599,3
44.733088,-63.660066,3
49.317831,-122.950257,3
49.232813,-123.174486,3
49.871173,-97.271897,3
44.69596,-76.191195,3
45.711993,-63.290981,3
45.901699,-66.711795,3
45.047954,-78.510214,3
49.245603,-123.12537,3
53.54119,-113.499095,3
49.281228,-123.115376,3
52.106483,-106.590086,3
52.163131,-106.627084,3
,0,3
52.138369,-106.691321,3
42.258186,-82.984468,3
44.335437,-79.684606,3
,0,3
45.556322,-73.787606,3
43.22984,-79.918937,3
,0,3
47.516286,-52.9609,3
45.448184,-73.468989,3
49.186842,-123.08031,3
43.806438,-79.320661,3
43.838488,-79.033843,3
43.636454,-79.650475,3
,0,3
43.803932,-79.537474,3
43.253575,-79.869687,3
43.860939,-79.413132,3
45.885104,-72.766029,3
49.889951,-97.135448,3
53.531709,-113.329572,3
53.568584,-113.402398,3
45.402783,-73.948957,3
55.735171,-97.85595,3
,0,3
45.368672,-63.135961,3
,0,3
49.314281,-122.911901,3
,0,3
51.049691,-114.058229,3
51.190041,-114.470735,3
43.661211,-79.314966,3
48.442465,-123.330507,3
49.852685,-97.18194,3
49.744346,-97.180472,3
50.994568,-114.131789,3
44.593998,-75.702995,3
45.020055,-75.650254,3
,0,3
46.105724,-64.821854,3
45.59442,-73.340622,3
43.96934,-80.976035,3
44.684019,-63.531563,3
53.522262,-113.986927,3
49.589228,-119.584499,3
49.373821,-123.368953,3
53.51746,-113.560993,3
47.069811,-70.877619,3
55.43484,-116.485336,3
49.908834,-97.211565,3
46.098678,-60.235342,3
45.950969,-74.143253,3
44.376807,-64.318093,3
53.360288,-104.011281,3
43.669104,-79.303266,3
49.265947,-123.170779,3
49.933314,-97.151914,3
50.100746,-125.212999,3
44.702777,-79.146875,3
44.662738,-63.590281,3
45.959547,-66.638394,3
45.265967,-72.151529,3
43.138921,-80.263645,3
45.408304,-75.733625,3
45.768814,-73.354954,3
47.977944,-66.355908,3
44.653739,-63.627265,3
49.271258,-123.135912,3
48.834384,-67.541874,3
43.641712,-79.378829,3
54.015326,-124.005283,3
49.314533,-123.092716,3
44.670899,-63.547572,3
45.51484,-73.126735,3
45.069914,-64.497684,3
49.893015,-97.119386,3
44.640665,-63.57096,3
45.397998,-75.759289,3
45.290671,-73.256505,3
45.389835,-71.903825,3
45.73167,-75.348405,3
45.546699,-73.626164,3
45.537698,-73.631917,3
45.490966,-73.494479,3
45.59839,-75.417815,3
45.647798,-76.124275,3
43.649935,-79.380941,3
,0,3
52.764358,-108.281066,3
48.429033,-123.353072,3
44.72628,-63.665403,3
46.111462,-60.225532,3
46.490385,-80.994948,3
45.393766,-75.724888,3
51.028766,-114.156211,3
51.034733,-113.988054,3
43.63721,-79.390479,3
44.171156,-77.386891,3
43.359268,-80.317662,3
51.35164,-110.479746,3
51.646869,-111.931235,3
49.253385,-123.049571,3
45.903109,-66.831489,3
43.776674,-79.342683,3
43.701051,-79.617048,3
,0,3
45.505264,-73.559176,3
44.947578,-78.709923,3
42.947956,-80.796708,3
45.422042,-75.683939,3
45.427419,-73.83519,3
47.563354,-52.755051,3
45.440196,-75.608859,3
45.392099,-75.723901,3
44.169302,-77.38478,3
,0,3
,0,3
,0,3
,0,3
,0,3
48.000523,-66.667742,3
45.472158,-75.523643,3
45.825649,-64.207584,3
45.73563,-63.865731,3
46.225864,-64.532475,3
46.133988,-59.873546,3
43.126978,-79.267394,3
55.727422,-97.868703,3
44.086803,-78.519417,3
49.601557,-119.683344,3
49.854598,-119.423207,3
49.240879,-123.072191,3
43.643952,-79.378661,3
49.276989,-123.129137,3
43.786626,-79.143373,3
,0,3
49.238388,-122.915886,3
43.672503,-79.30609,3
48.041421,-66.399269,3
45.476915,-73.63026,3
45.343766,-78.96458,3
46.243446,-63.133549,3
46.53862,-84.355451,3
46.120072,-59.914552,3
,0,3
48.421195,-53.581586,3
45.870692,-65.95252,3
,0,3
48.952943,-55.66551,3
,0,3
,0,3
45.93257,-66.604021,3
45.952345,-59.955517,3
46.057064,-64.7968,3
,0,3
45.119629,-66.838674,3
45.352525,-75.790717,3
45.682909,-62.714413,3
43.077831,-79.088867,3
46.492448,-80.955243,3
,0,3
45.371826,-75.802356,3
45.462248,-73.453069,3
44.56061,-80.460225,3
,0,3
45.06006,-74.767857,3
54.215886,-60.249066,3
49.138585,-123.118379,3
44.799751,-63.724902,3
45.539883,-73.508827,3
43.677997,-79.296444,3
45.617671,-73.85348,3
43.705238,-79.403034,3
45.489193,-73.70706,3
,0,3
44.722067,-79.906205,3
49.875682,-97.156037,3
49.882288,-97.13347,3
49.767781,-97.155689,3
43.410697,-80.399574,3
45.578709,-73.545345,3
51.114695,-114.044674,3
50.433366,-104.612043,3
49.285263,-123.115459,3
60.721137,-135.05445,3
,0,3
,0,3
53.417812,-113.664243,3
47.977944,-66.355908,3
46.806512,-71.357342,3
60.731311,-135.070191,3
,0,3
45.339678,-79.230383,3
47.366721,-70.029718,3
47.365376,-68.328309,3
43.848722,-66.111282,3
53.559956,-113.75971,3
47.396148,-68.34424,3
43.70694,-79.753821,3
49.694265,-112.841484,3
45.373259,-75.778653,3
52.269166,-113.805364,3
43.729249,-79.329505,3
44.734231,-63.748855,3
49.291646,-123.12912,3
44.671366,-63.533378,3
43.6575,-79.389807,3
43.676338,-79.405055,3
42.589005,-82.179995,3
43.066225,-79.480269,3
49.459209,-120.511672,3
50.090073,-96.945834,3
47.71023,-79.822113,3
50.423768,-103.275148,3
45.225366,-76.193661,3
49.895922,-97.135661,3
48.158427,-53.965324,3
49.28333,-123.101987,3
,0,3
,0,3
42.990357,-81.236445,3
49.189657,-122.799347,3
49.816939,-97.131238,3
46.088569,-64.801963,3
43.613275,-79.742135,3
46.245582,-63.134254,3
50.37473,-96.632836,3
,0,3
43.647317,-79.38174,3
53.545565,-113.492263,3
48.587239,-68.190758,3
49.160804,-66.409815,3
49.123561,-66.529698,3
48.994224,-64.382767,3
48.430641,-64.359324,3
48.403812,-64.467755,3
48.428434,-71.055043,3
48.145548,-69.71534,3
48.315135,-70.724691,3
47.647635,-70.15197,3
47.635087,-70.142821,3
47.439575,-70.503269,3
47.660147,-70.111425,3
45.502491,-73.564965,3
45.528215,-73.547383,3
45.590584,-73.191177,3
45.547619,-73.543573,3
46.816829,-71.202384,3
46.817197,-71.207264,3
46.808648,-71.192321,3
46.757181,-71.29124,3
46.811467,-71.210429,3
47.410935,-61.810685,3
47.378823,-61.864266,3
47.56284,-61.519626,3
48.457925,-68.52197,3
47.829283,-69.53231,3
47.612786,-68.799247,3
48.524356,-68.084716,3
48.464333,-67.429835,3
48.602784,-68.124344,3
49.130229,-66.477476,3
49.130801,-66.480125,3
49.10834,-66.471147,3
48.247199,-65.910773,3
48.131993,-66.318679,3
49.21756,-65.033673,3
48.93823,-64.309243,3
48.187431,-64.957152,3
48.325676,-64.717503,3
48.828225,-64.485914,3
48.672564,-64.256453,3
48.839738,-64.341887,3
43.661822,-79.401876,3
49.838938,-97.208586,3
42.956904,-81.260351,3
45.956418,-66.645566,3
43.765299,-79.483546,3
43.516423,-79.690145,3
45.589797,-62.643875,3
,0,3
50.407963,-104.606881,3
49.286483,-123.118852,3
48.000792,-66.336458,3
,0,3
43.094347,-79.132407,3
45.478438,-73.465772,2
51.091934,-114.205169,2
48.168664,-53.972592,2
46.318892,-74.214259,2
,0,2
,0,2
45.495697,-73.400983,2
42.318149,-83.04128,2
,0,2
,0,2
45.508646,-73.57199,2
43.692376,-79.559036,2
,0,2
50.025239,-125.244375,2
45.478602,-73.628299,2
44.148056,-77.431565,2
45.503279,-73.831231,2
49.844866,-99.941743,2
43.681034,-79.399656,2
45.369118,-71.860965,2
46.856964,-71.343638,2
45.509814,-73.570715,2
52.268982,-113.80948,2
46.540232,-72.746677,2
,0,2
43.721008,-79.50288,2
45.424835,-75.721468,2
45.489252,-73.635739,2
53.005245,-112.801288,2
45.956038,-66.641561,2
44.652618,-63.584312,2
45.510336,-73.553198,2
49.83181,-97.062242,2
48.950498,-57.94176,2
49.184794,-57.419574,2
48.942167,-57.948562,2
48.953802,-57.944905,2
47.521366,-57.389639,2
49.152202,-123.149581,2
49.233837,-123.12698,2
49.183692,-123.972799,2
49.237516,-123.119468,2
49.215496,-123.06601,2
43.665273,-79.461292,2
49.84834,-99.972376,2
49.840486,-99.938182,2
43.51911,-79.87092,2
43.520602,-79.869748,2
43.519859,-79.867392,2
43.503493,-79.862583,2
43.530317,-79.863964,2
60.746227,-135.067771,2
48.473363,-81.380391,2
,0,2
,0,2
50.993983,-114.069668,2
49.885945,-97.076092,2
49.937216,-97.215218,2
49.931848,-97.213147,2
49.90707,-97.199462,2
49.525117,-96.682947,2
45.523178,-73.58084,2
56.685146,-111.348028,2
43.82797,-79.491919,2
,0,2
,0,2
,0,2
,0,2
,0,2
,0,2
,0,2
45.412255,-75.668727,2
43.636386,-79.539517,2
44.649285,-63.738358,2
43.649092,-79.378009,2
45.48487,-73.616362,2
49.279965,-123.124481,2
43.651537,-79.381579,2
45.500303,-73.573673,2
43.646648,-79.38217,2
43.650909,-79.381688,2
43.648306,-79.372843,2
49.228596,-123.00622,2
49.271857,-123.111827,2
51.043979,-114.064667,2
53.542765,-113.493836,2
45.496275,-73.572345,2
43.648528,-79.38534,2
45.420086,-75.700507,2
48.47427,-123.363133,2
43.663537,-79.396472,2
43.693823,-79.394251,2
49.887936,-97.14686,2
49.279449,-123.115384,2
43.648026,-79.380118,2
45.422244,-75.697006,2
45.502558,-73.56855,2
45.651315,-73.305231,2
43.471778,-80.47282,2
50.446932,-104.608697,2
43.65036,-79.37985,2
43.65198,-79.377283,2
43.753011,-79.347045,2
45.419432,-75.696873,2
43.473007,-79.664437,2
62.452719,-114.374247,2
60.718566,-135.055923,2
49.272939,-123.132773,2
43.646855,-79.388264,2
53.546539,-113.481063,2
51.046098,-114.063717,2
49.285205,-123.112244,2
51.04964,-114.079366,2
43.656075,-79.490439,2
52.140288,-106.625624,2
43.647906,-79.396516,2
51.049239,-114.059837,2
43.655381,-79.380432,2
43.649442,-79.382224,2
45.425972,-75.688011,2
45.497631,-73.571135,2
43.645774,-79.378849,2
45.499752,-73.660738,2
49.28423,-123.116993,2
51.045774,-114.070046,2
45.502058,-73.568434,2
43.451857,-80.487673,2
45.419748,-75.692808,2
43.643415,-79.413865,2
43.669215,-79.397495,2
43.647877,-79.38945,2
44.652978,-63.577463,2
45.278722,-66.054027,2
46.811347,-71.213595,2
45.502058,-73.568434,2
53.516197,-113.492063,2
51.041574,-114.067516,2
49.273829,-123.088097,2
42.299416,-83.028048,2
43.175421,-79.273989,2
43.345762,-79.817797,2
45.422244,-75.697006,2
43.767527,-79.412433,2
43.644609,-79.381539,2
49.341063,-117.743479,2
43.749606,-79.34911,2
47.604644,-52.736169,2
44.648954,-63.573474,2
49.892307,-97.139388,2
43.650821,-79.386827,2
45.503288,-73.574969,2
43.649059,-79.382505,2
49.281457,-123.114478,2
43.650365,-79.390125,2
43.68834,-79.393471,2
43.670733,-79.383953,2
43.651865,-79.371647,2
43.652051,-79.379114,2
43.841428,-79.398441,2
43.465258,-80.522815,2
45.501665,-73.574024,2
49.280672,-123.122576,2
43.649012,-79.37854,2
43.732697,-79.345105,2
43.686646,-79.401516,2
43.638616,-79.520972,2
49.263509,-123.13526,2
43.343045,-80.300561,2
45.499235,-73.658356,2
45.504751,-73.573555,2
43.738288,-79.75171,2
43.597106,-79.643642,2
43.76152,-79.750932,2
43.486282,-79.701423,2
43.730675,-79.600432,2
43.592545,-79.638624,2
49.696451,-112.829009,2
49.694088,-112.836903,2
49.692999,-112.834969,2
49.697202,-112.819038,2
60.737148,-135.080325,2
50.15819,-106.630258,2
50.861549,-109.269111,2
50.360735,-108.35414,2
52.739492,-108.306819,2
54.129703,-108.436932,2
50.67825,-109.142885,2
50.116377,-106.960738,2
50.400369,-108.596279,2
49.803723,-106.563081,2
49.205164,-108.56277,2
52.746894,-109.018617,2
50.134869,-106.375574,2
49.24961,-108.343787,2
50.618993,-108.463196,2
55.862449,-108.490026,2
43.408668,-80.328393,2
49.490541,-119.58352,2
,0,2
49.175355,-122.910001,2
51.070219,-115.360183,2
43.658197,-79.384623,2
49.885341,-97.169858,2
45.498529,-73.570661,2
43.670963,-79.381362,2
45.503805,-73.561757,2
43.646971,-79.388912,2
43.6517,-79.373149,2
51.050372,-114.07189,2
43.641425,-79.377264,2
43.677939,-79.392311,2
43.649513,-79.376675,2
50.449651,-104.610931,2
45.406021,-75.610877,2
43.687946,-79.393932,2
49.274429,-123.123109,2
43.646537,-79.407608,2
49.263091,-123.108693,2
43.646401,-79.379061,2
43.648664,-79.379914,2
45.402108,-75.619913,2
43.647617,-79.379697,2
,0,2
52.128497,-106.66875,2
45.542962,-73.487472,2
45.502549,-73.56855,2
49.266188,-123.010864,2
49.867395,-97.163341,2
43.647153,-79.396905,2
45.401155,-75.710425,2
49.834068,-97.178908,2
44.915352,-79.368556,2
51.08828,-115.35833,2
46.417889,-66.5215,2
46.519884,-63.880634,2
53.221304,-114.977258,2
53.278515,-110.033913,2
50.564985,-111.890495,2
44.680668,-79.862572,2
46.259343,-79.400308,2
47.029004,-64.962775,2
,0,2
,0,2
,0,2
47.562961,-52.746544,2
46.09777,-64.808349,2
45.491258,-73.561963,2
44.169322,-77.38478,2
49.891306,-97.133865,2
49.272915,-123.10019,2
53.592013,-116.426842,2
44.726501,-63.713122,2
45.480837,-73.591842,2
52.026034,-113.948604,2
45.497309,-73.564285,2
45.459858,-73.663611,2
53.426872,-113.533265,2
42.975104,-81.32314,2
43.228521,-79.94812,2
,0,2
43.132844,-80.737536,2
,0,2
53.22427,-114.977504,2
52.240402,-113.813887,2
45.522886,-73.580337,2
43.598186,-79.768118,2
,0,2
49.142711,-122.832172,2
50.255836,-119.304983,2
55.76769,-120.227841,2
49.314354,-124.313793,2
49.96342,-125.222879,2
49.276515,-122.734487,2
50.738348,-119.245668,2
49.158784,-122.905449,2
48.490212,-123.323657,2
48.4675,-123.392027,2
49.048936,-122.297791,2
48.509456,-123.364109,2
49.127152,-122.848505,2
45.419063,-75.696918,2
45.871093,-65.82734,2
51.003132,-114.070915,2
,0,2
48.474264,-81.327072,2
45.409644,-73.008686,2
45.608973,-73.74572,2
44.147431,-78.455273,2
44.258248,-76.509638,2
54.136526,-115.681424,2
45.03259,-79.331789,2
45.429831,-75.675338,2
42.286621,-82.951771,2
53.990325,-111.278544,2
45.556645,-73.534372,2
48.509885,-68.4599,2
46.465708,-72.538368,2
48.473015,-71.647316,2
45.132159,-71.81999,2
46.240881,-72.599492,2
46.973606,-70.553703,2
45.302141,-74.307142,2
56.039469,-117.129173,2
45.486474,-73.572149,2
,0,2
46.098901,-64.740542,2
49.916435,-97.198858,2
45.546179,-73.545755,2
45.900259,-64.379294,2
45.899007,-64.37355,2
50.979301,-114.083299,2
46.515331,-84.338222,2
44.359697,-78.292797,2
45.428747,-75.714369,2
45.483608,-73.560239,2
44.730976,-63.352825,2
,0,2
54.268204,-110.7434,2
51.083366,-114.134179,2
45.386712,-75.621086,2
49.175257,-123.839817,2
49.267682,-123.250305,2
45.896661,-64.367622,2
53.918247,-122.791563,2
,0,2
45.479164,-73.551857,2
44.093373,-80.191625,2
,0,2
,0,2
43.731841,-79.305743,2
53.502285,-113.670366,2
,0,2
45.477048,-73.579681,2
,0,2
47.260881,-65.112997,2
45.471517,-73.85845,2
,0,2
,0,2
,0,2
46.327447,-72.408621,2
45.475861,-73.836908,2
46.327447,-72.408621,2
45.471517,-73.85845,2
,0,2
45.475861,-73.836908,2
48.419563,-71.850215,2
,0,2
47.582405,-52.719226,2
43.008417,-81.269622,2
,0,2
,0,2
46.044877,-66.084188,2
46.272482,-63.164346,2
,0,2
,0,2
46.272482,-63.164346,2
,0,2
,0,2
,0,2
,0,2
,0,2
,0,2
,0,2
44.883755,-66.917951,2
,0,2
,0,2
,0,2
,0,2
45.922847,-66.638855,2
,0,2
,0,2
,0,2
,0,2
45.901699,-66.711795,2
45.299415,-67.315026,2
,0,2
,0,2
,0,2
,0,2
47.487036,-53.086027,2
,0,2
,0,2
,0,2
,0,2
,0,2
47.288024,-68.632318,2
,0,2
46.923822,-65.823223,2
47.539302,-52.74861,2
,0,2
,0,2
44.883755,-66.917951,2
,0,2
46.519884,-63.880634,2
,0,2
46.738452,-60.460412,2
45.871093,-65.82734,2
,0,2
47.563989,-52.715109,2
,0,2
,0,2
45.479036,-73.57617,2
45.484685,-73.579134,2
45.474537,-73.582864,2
45.470647,-73.58826,2
45.478132,-73.578813,2
45.569009,-73.477622,2
46.813205,-71.203929,2
46.097785,-64.808349,2
