x,y,Frequency
44.624414,-63.511828,2
47.565121,-52.691193,2
52.580829,-113.643568,2
45.535504,-73.452753,2
43.835769,-79.065389,2
49.694344,-112.844598,2
,0,2
,0,2
45.518178,-75.628767,2
45.434195,-75.610527,2
45.422286,-75.684057,2
46.043744,-64.799388,2
45.018175,-74.728793,2
45.946651,-66.656853,2
49.871736,-99.940508,2
45.48031,-73.569594,2
43.769178,-79.413059,2
47.189907,-67.91176,2
51.04971,-114.079856,2
44.849665,-75.542621,2
45.635655,-61.367087,2
,0,2
43.651141,-79.378986,2
45.429143,-75.691546,2
43.738268,-79.688297,2
48.394018,-89.246655,2
43.602943,-79.735629,2
45.462922,-73.590414,2
53.45685,-113.424892,2
49.843493,-97.182859,2
45.427049,-75.714465,2
50.442691,-104.579421,2
45.481623,-73.567388,2
45.499761,-73.574353,2
51.059747,-114.085717,2
49.891923,-97.178138,2
52.257492,-113.805503,2
45.46025,-73.301509,2
45.487596,-73.578188,2
45.489516,-73.575844,2
45.487104,-73.577437,2
49.903092,-97.210515,2
43.424716,-80.538381,2
,0,2
43.420565,-80.537468,2
,0,2
,0,2
,0,2
43.787463,-79.619298,2
,0,2
46.525041,-84.247955,2
,0,2
,0,2
45.315659,-73.857985,2
,0,2
45.401443,-75.651506,2
45.547462,-73.737646,2
45.520149,-73.57142,2
45.494739,-73.622953,2
45.526761,-73.51983,2
45.531328,-73.515264,2
45.383739,-71.926943,2
46.263602,-83.556035,2
50.989534,-114.07106,2
45.491001,-73.569104,2
45.47593,-73.592293,2
49.892422,-97.144815,2
45.690382,-73.524414,2
43.432834,-80.440108,2
49.919745,-97.183513,2
51.028224,-114.071526,2
,0,2
45.526944,-73.591519,2
51.041402,-115.277679,2
45.522957,-73.586154,2
45.680881,-73.434787,2
45.318383,-75.893226,2
45.486712,-73.742958,2
51.562928,-114.097279,2
53.555713,-113.526923,2
53.580496,-113.495489,2
45.406909,-73.949971,2
,0,2
45.516958,-73.576396,2
45.447865,-73.812388,2
46.103061,-64.802906,2
43.599303,-79.65969,2
43.391453,-80.301945,2
45.422895,-66.002079,2
48.447368,-123.3234,2
53.540397,-113.492361,2
47.582285,-52.7087,2
53.563047,-113.5181,2
42.891572,-79.253867,2
,0,2
45.587771,-73.527683,2
49.91395,-97.094074,2
45.073584,-64.441096,2
44.647122,-63.613469,2
44.648146,-63.610959,2
54.404787,-110.203788,2
,0,2
49.905709,-97.20659,2
48.42825,-123.367097,2
49.887316,-119.494058,2
53.916335,-122.746924,2
49.261994,-123.148775,2
52.117775,-106.610459,2
49.846888,-99.924107,2
49.93338,-97.096765,2
43.641222,-79.690129,2
45.498659,-73.554258,2
,0,2
46.519884,-63.880634,2
45.538942,-73.645048,2
45.549578,-73.658225,2
45.811463,-64.220227,2
45.851054,-63.658815,2
44.648878,-63.576396,2
52.583523,-112.06788,2
,0,2
45.558675,-73.63425,2
45.662972,-73.494023,2
45.456013,-73.636665,2
45.543719,-73.599976,2
,0,2
43.548508,-80.253874,2
53.557752,-113.541175,2
46.804425,-71.226031,2
,0,2
45.542033,-73.094149,2
53.601239,-113.421275,2
45.643911,-73.573056,2
46.079107,-64.818243,2
,0,2
51.431247,-114.033094,2
50.026285,-110.669165,2
51.055118,-114.12306,2
44.391419,-64.527647,2
44.725199,-63.667093,2
49.835861,-99.938837,2
49.68846,-112.835756,2
45.442181,-75.681922,2
43.648626,-79.385103,2
45.418184,-75.649937,2
55.747097,-97.835,2
46.281685,-60.537511,2
,0,2
49.438103,-123.477549,2
,0,2
45.563376,-73.197269,2
52.288217,-113.792783,2
53.512394,-113.426751,2
43.16261,-80.25438,2
,0,2
51.061819,-115.160223,2
49.842714,-99.892871,2
45.709531,-73.629173,2
49.882373,-97.121001,2
49.840622,-99.947914,2
45.190093,-73.405795,2
44.871593,-79.796181,2
43.669382,-79.390332,2
49.284118,-123.109339,2
49.193072,-123.075198,2
45.106015,-64.41583,2
50.404886,-104.621501,2
53.518715,-113.434651,2
45.379418,-75.668079,2
47.65367,-67.305423,2
53.5267,-114.009611,2
53.681509,-113.567932,2
53.568234,-113.396182,2
43.718812,-79.463675,2
43.648528,-79.38534,2
45.529432,-73.549691,2
44.001533,-79.686605,2
44.692152,-80.931855,2
46.064858,-60.32829,2
44.002117,-65.912622,2
45.519373,-73.609408,2
43.732666,-79.763616,2
43.693623,-79.751264,2
47.665181,-65.685408,2
45.530717,-73.5507,2
45.531,-73.556372,2
45.530072,-73.551253,2
49.416866,-82.455027,2
49.285518,-123.122954,2
43.55826,-80.286913,2
43.449735,-80.489473,2
43.394852,-80.32414,2
43.347072,-79.797545,2
44.380895,-79.713107,2
43.639709,-79.418307,2
43.495863,-79.679414,2
43.660455,-79.601232,2
43.777712,-79.251152,2
45.518599,-73.553832,2
45.635658,-72.900586,2
44.660134,-76.732678,2
49.876845,-97.304478,2
44.642329,-63.578621,2
45.526996,-73.559528,2
46.091966,-64.77884,2
45.580702,-73.344454,2
49.985628,-98.294252,2
49.97336,-98.29467,2
44.671167,-63.497479,2
44.503668,-65.19937,2
54.765334,-101.855527,2
55.735172,-97.881762,2
45.54057,-73.632186,2
44.980619,-64.94809,2
45.900709,-72.527155,2
49.890536,-97.140493,2
49.785302,-92.833293,2
55.741537,-97.871817,2
45.386092,-73.549988,2
45.620971,-73.555747,2
45.499659,-73.622026,2
45.50734,-73.565899,2
45.589201,-73.728609,2
46.796282,-71.276032,2
46.829543,-71.350664,2
45.530896,-73.551088,2
45.550145,-73.226468,2
44.641042,-63.584282,2
53.557437,-113.565935,2
43.652548,-79.379227,2
43.515358,-80.226546,2
53.539588,-113.500964,2
51.045184,-114.068104,2
,0,2
45.574172,-73.322343,2
48.428527,-71.055007,2
45.470874,-75.700922,2
47.983999,-66.287177,2
46.852654,-71.197789,2
45.672239,-73.177248,2
55.742546,-97.845334,2
43.649129,-79.49964,2
45.497627,-73.633402,2
42.049895,-82.599983,2
42.045991,-82.600325,2
42.037146,-82.599613,2
44.000056,-79.466983,2
43.976297,-79.447279,2
42.293677,-83.056403,2
43.543457,-80.270774,2
43.428107,-80.478734,2
43.450578,-80.487559,2
43.588516,-80.274698,2
44.354498,-78.730276,2
43.766877,-79.412388,2
43.762451,-79.406993,2
48.369509,-89.278598,2
42.996124,-81.206754,2
48.784065,-87.100964,2
48.712947,-86.374428,2
46.497666,-80.994301,2
42.596627,-82.386238,2
44.409185,-79.683125,2
45.833016,-77.148737,2
45.828835,-77.109002,2
48.611915,-93.386838,2
46.491,-80.990723,2
44.278226,-78.359955,2
43.619562,-79.670526,2
48.611209,-93.421838,2
48.478742,-81.328837,2
43.012051,-79.270056,2
46.215107,-79.361096,2
42.979578,-81.250615,2
44.228085,-76.526372,2
43.046307,-82.190373,2
48.382095,-89.268479,2
49.768953,-94.488907,2
49.767255,-94.52239,2
44.311528,-78.322826,2
46.512248,-84.314256,2
43.503855,-81.294003,2
43.254872,-79.867805,2
43.25286,-79.861112,2
43.329353,-79.806607,2
43.341153,-79.801531,2
42.320848,-83.034027,2
43.147955,-80.265694,2
43.919352,-78.93991,2
43.909942,-78.894649,2
43.618775,-79.671396,2
48.475793,-81.296451,2
43.173168,-79.247716,2
44.159169,-81.019668,2
43.143919,-80.226607,2
44.297983,-81.094706,2
44.254946,-76.94793,2
46.509375,-84.327257,2
49.829384,-97.171875,2
46.083947,-67.203325,2
45.898309,-64.360351,2
45.939743,-64.391451,2
44.685479,-63.595318,2
45.442312,-73.295585,2
45.444672,-75.735278,2
42.30698,-82.974287,2
42.25254,-83.029418,2
42.304915,-83.032638,2
42.595879,-81.589594,2
43.475752,-80.765017,2
43.459316,-80.517661,2
43.74016,-79.566618,2
43.689887,-79.384941,2
43.743098,-79.305859,2
43.66055,-79.426417,2
48.482473,-81.326945,2
42.868874,-80.744161,2
48.392709,-89.24551,2
48.57311,-89.295484,2
48.47097,-89.190539,2
48.445206,-89.250051,2
48.382465,-89.277275,2
48.433127,-89.225363,2
43.321562,-80.832351,2
42.960868,-81.621726,2
43.364905,-80.986262,2
43.380751,-80.992787,2
42.950223,-79.048768,2
42.764208,-81.177329,2
43.199256,-79.274285,2
43.192696,-79.245841,2
43.170228,-79.243973,2
43.099452,-79.55273,2
42.840608,-80.307577,2
42.971917,-82.376023,2
43.020958,-82.305753,2
51.019353,-93.828633,2
42.896135,-79.253397,2
43.400303,-80.566583,2
45.820596,-77.120992,2
45.847526,-77.235202,2
45.303778,-77.502293,2
45.440108,-75.681115,2
43.88097,-78.869374,2
43.915785,-80.113334,2
43.790123,-79.393201,2
49.01608,-88.267591,2
43.070526,-79.109083,2
43.378033,-80.712784,2
43.982057,-80.739501,2
43.469086,-81.195649,2
43.561741,-79.590608,2
43.624522,-79.605448,2
42.991456,-81.192482,2
43.032682,-81.262519,2
42.941029,-81.254662,2
43.453562,-80.430991,2
43.449532,-80.470668,2
43.440213,-80.494384,2
43.425813,-80.504809,2
43.439233,-80.511414,2
43.441525,-80.467023,2
48.14171,-80.03882,2
44.26288,-76.450505,2
44.150373,-81.574164,2
49.762495,-94.483872,2
45.326215,-75.898553,2
48.381608,-89.644685,2
49.409719,-91.65445,2
42.014821,-82.923277,2
44.152139,-81.026469,2
43.241827,-79.812522,2
43.5804,-80.263518,2
43.201127,-79.610714,2
43.781004,-80.918486,2
45.577356,-77.249855,2
43.733005,-81.708556,2
43.64388,-79.895084,2
48.610498,-93.392627,2
42.85402,-79.924765,2
43.598792,-80.555165,2
42.90324,-79.612061,2
44.374554,-80.97307,2
43.344755,-81.641333,2
43.960537,-78.177468,2
42.403757,-82.216326,2
43.344826,-79.826524,2
43.722273,-79.710425,2
43.680899,-79.807474,2
44.111927,-79.575373,2
43.905692,-78.691933,2
43.158511,-79.479013,2
44.400711,-79.652073,2
43.995912,-79.487247,2
48.761319,-91.617858,2
42.137108,-83.056607,2
45.494639,-73.707289,2
49.840452,-99.921731,2
45.447818,-73.269608,2
43.598858,-79.5039,2
45.427865,-63.465393,2
46.996863,-65.560816,2
43.911442,-78.897591,2
49.914384,-97.193777,2
45.534745,-73.553578,2
,0,2
45.518525,-73.559649,2
52.959858,-113.385836,2
52.97047,-113.377183,2
55.152777,-119.141856,2
50.401011,-113.263931,2
53.358203,-110.84087,2
53.492459,-112.064053,2
51.826322,-113.230843,2
51.791764,-113.604888,2
53.526189,-114.011581,2
49.792003,-112.156002,2
52.307681,-114.088061,2
53.52834,-114.012311,2
53.638434,-113.585794,2
53.543335,-113.897758,2
55.350778,-118.779511,2
56.250644,-117.295653,2
49.152887,-112.083345,2
50.001447,-110.671666,2
52.976659,-110.196541,2
52.125038,-114.170549,2
49.417327,-112.865253,2
53.265619,-113.554085,2
52.466173,-113.736177,2
55.168206,-118.820546,2
53.712551,-113.023305,2
56.720017,-111.362767,2
53.600379,-115.01403,2
53.510382,-113.477563,2
53.538734,-113.517623,2
53.49719,-113.526011,2
53.450668,-113.425422,2
53.600972,-113.527897,2
50.730793,-111.907697,2
51.463138,-112.718476,2
53.2228,-114.966148,2
51.658955,-114.137853,2
53.362948,-113.728891,2
49.197511,-113.307083,2
51.094276,-115.353281,2
53.028458,-112.825409,2
50.84149,-113.999561,2
51.051846,-114.045677,2
51.109647,-114.119246,2
51.02212,-114.130099,2
50.931159,-114.016617,2
53.803628,-112.927822,2
53.101107,-111.782065,2
53.534749,-114.118973,2
48.437331,-71.063768,2
46.028653,-74.213993,2
50.646488,-104.350768,2
51.206418,-102.476012,2
50.11053,-102.831113,2
52.407123,-108.709356,2
53.126716,-109.616766,2
52.319904,-106.580637,2
51.405753,-101.587492,2
50.284345,-107.800814,2
53.634353,-109.202596,2
51.346901,-102.741767,2
52.107326,-106.655453,2
52.140028,-106.691039,2
52.142556,-106.584324,2
52.090186,-106.622571,2
50.475484,-104.610153,2
50.418521,-104.601521,2
53.188625,-105.764444,2
49.230097,-102.171001,2
49.57611,-104.914675,2
50.553555,-103.141915,2
50.141709,-101.667014,2
50.397829,-105.573904,2
52.871851,-103.357316,2
49.396479,-103.409603,2
53.632529,-109.204071,2
52.861371,-104.607859,2
49.904596,-109.480296,2
52.081437,-109.389503,2
50.766559,-103.793878,2
50.84187,-101.699184,2
55.105568,-105.282086,2
51.561587,-101.893494,2
50.535346,-103.669252,2
52.202256,-105.126459,2
52.855402,-102.38954,2
50.411842,-102.930522,2
49.263946,-102.280746,2
50.767989,-103.796021,2
49.144137,-102.991469,2
50.9464,-104.211649,2
49.111642,-105.523204,2
50.898947,-101.891793,2
53.490708,-104.679426,2
51.629383,-102.434606,2
50.376406,-102.578574,2
52.739423,-108.311294,2
43.669147,-79.391306,2
45.500067,-73.565785,2
43.463378,-80.520625,2
43.64921,-79.378623,2
49.286709,-123.110857,2
45.422048,-75.697464,2
45.507441,-73.562567,2
46.767959,-71.287391,2
45.497838,-73.576752,2
53.484772,-113.483154,2
51.050582,-114.085839,2
49.872626,-97.175145,2
43.650766,-79.376733,2
48.41278,-71.254883,2
,0,2
45.520516,-73.55805,2
43.459113,-79.681273,2
49.685125,-95.326731,2
49.893379,-97.30128,2
49.948051,-97.07434,2
49.900776,-97.014445,2
49.903684,-97.093707,2
53.812428,-101.243703,2
49.973027,-98.306081,2
49.191437,-98.101361,2
50.945387,-101.251397,2
49.842125,-99.97654,2
,0,2
43.87499,-79.322774,2
45.449127,-73.303153,2
46.164909,-64.913996,2
45.693617,-61.914028,2
43.669666,-79.389432,2
45.417451,-75.670325,2
50.156882,-96.865114,2
45.648833,-61.402275,2
49.816456,-99.970374,2
45.841885,-72.569025,2
45.662232,-73.426123,2
46.129955,-60.196195,2
49.284547,-123.122083,2
45.907621,-72.482116,2
51.127612,-114.20335,2
48.834377,-67.541874,2
48.834385,-67.541874,2
45.420526,-75.69127,2
53.512504,-113.412742,2
49.913404,-97.152092,2
48.405109,-71.16929,2
45.621812,-61.337575,2
45.617066,-61.357947,2
49.281772,-123.115857,2
43.771046,-79.54359,2
43.641532,-79.37809,2
49.831233,-119.62702,2
48.440644,-123.513591,2
48.436752,-123.323296,2
50.283493,-119.245904,2
49.096289,-117.69309,2
49.048799,-122.812219,2
48.641305,-123.403277,2
50.72276,-119.263161,2
49.162669,-123.147355,2
50.980299,-118.177733,2
52.977094,-122.507032,2
49.245241,-124.799842,2
49.2148,-122.922798,2
49.489767,-117.294554,2
49.159426,-123.951041,2
49.873054,-118.06962,2
49.162752,-122.654663,2
54.061365,-128.632798,2
49.686907,-115.983962,2
50.674742,-120.246454,2
51.297954,-116.967578,2
49.506752,-115.064143,2
50.013156,-114.930535,2
48.782088,-123.704982,2
49.08935,-123.065213,2
55.749789,-120.252302,2
49.095969,-116.504155,2
49.499249,-115.766298,2
49.682212,-124.999505,2
49.320226,-117.655099,2
50.012155,-125.242189,2
49.061268,-122.4691,2
49.072056,-122.315193,2
51.600011,-121.187407,2
45.500902,-73.569051,2
48.439233,-123.379042,2
48.421195,-53.581586,2
,0,2
43.646726,-79.379761,2
45.500005,-73.569055,2
43.762965,-79.365466,2
50.229533,-119.254759,2
45.633906,-72.948259,2
43.668701,-79.669008,2
49.898037,-97.20466,2
45.276782,-66.05507,2
48.571693,-78.116193,2
48.494339,-123.407134,2
55.323124,-97.685837,2
51.525489,-96.586255,2
58.714063,-98.481559,2
52.008541,-95.429739,2
53.864395,-94.667964,2
53.811367,-94.899318,2
56.072483,-95.601076,2
56.769135,-98.931218,2
54.551682,-94.456619,2
55.84541,-92.084527,2
55.743951,-101.253886,2
52.985678,-97.221752,2
55.582682,-97.145285,2
57.892531,-101.669609,2
54.915749,-95.30038,2
52.338848,-96.964566,2
46.083947,-67.203325,2
46.995995,-65.571304,2
46.994932,-65.581435,2
45.64224,-73.784733,2
51.048746,-114.072063,2
43.646707,-79.379415,2
53.573038,-113.574627,2
43.647597,-79.380213,2
45.529337,-73.295411,2
43.740352,-79.537369,2
45.492354,-73.626548,2
45.404005,-75.678526,2
,0,2
43.037756,-80.884266,2
47.059295,-67.757622,2
44.667441,-63.548824,2
45.358583,-75.9525,2
45.556244,-73.195397,2
,0,2
45.27606,-66.072414,2
44.639805,-63.667409,2
45.644615,-61.398389,2
45.371785,-63.264957,2
43.397364,-80.361322,2
45.505964,-73.55585,2
46.079107,-64.818243,2
49.02217,-122.807681,2
49.242999,-123.00724,2
49.828821,-99.961964,2
50.4327,-104.592424,2
52.12559,-106.634713,2
44.633017,-63.58152,2
49.891429,-97.149924,2
,0,2
46.468502,-64.726906,2
46.373006,-62.713618,2
43.898632,-79.318002,2
48.002529,-66.681221,2
,0,2
49.897303,-97.137778,2
45.526661,-73.287833,2
45.489908,-73.633349,2
46.215107,-79.361096,2
46.634421,-81.006667,2
43.717082,-79.475374,2
42.161475,-82.827064,2
46.497247,-80.99107,2
48.475186,-81.365136,2
48.437597,-89.232996,2
45.61685,-74.686913,2
43.784426,-79.422132,2
45.391776,-75.629297,2
43.708293,-79.375912,2
46.084983,-64.788747,2
43.687016,-79.330488,2
43.574285,-79.60794,2
49.180776,-122.845729,2
,0,2
43.851949,-66.121645,2
43.717144,-79.378088,2
50.984096,-113.987348,2
45.602472,-73.457728,2
43.440542,-80.512682,2
44.939671,-65.063746,2
46.074824,-64.771327,2
49.92141,-97.142646,2
49.192343,-98.122863,2
49.886033,-97.047101,2
45.089861,-75.351728,2
45.388488,-75.728993,2
47.04951,-67.737014,2
,0,2
,0,2
47.029004,-64.962775,2
49.203975,-57.430338,2
,0,2
44.697275,-63.651715,2
,0,2
45.43287,-75.686395,2
45.668825,-71.070562,2
47.439586,-68.367835,2
49.861136,-119.486095,2
45.873508,-64.378633,2
45.832382,-64.213708,2
49.278605,-123.125862,2
45.423842,-75.683295,2
43.759827,-79.513641,2
51.366916,-55.585223,2
47.574034,-59.148764,2
47.164263,-55.16231,2
47.639836,-65.676109,2
46.797071,-71.285359,2
45.427732,-75.717076,2
46.840448,-71.247493,2
46.843107,-71.273359,2
46.831033,-71.295356,2
45.400238,-75.753605,2
45.422599,-75.641994,2
45.413204,-75.65584,2
45.327843,-75.819194,2
45.384936,-75.710266,2
45.399772,-75.69084,2
45.421423,-75.698021,2
45.423011,-75.702038,2
45.311198,-75.745762,2
45.333443,-75.908944,2
45.4273,-75.709979,2
45.017477,-74.731092,2
45.150466,-76.146465,2
45.375437,-75.691041,2
44.600434,-75.696566,2
45.331622,-75.815594,2
45.254297,-66.09927,2
42.843432,-80.313707,2
49.308233,-123.036878,2
46.094411,-64.789856,2
49.275801,-123.00044,2
,0,2
45.835763,-66.47508,2
47.998258,-66.667991,2
46.214298,-64.512064,2
48.389528,-77.240161,2
48.545199,-71.644499,2
45.859687,-74.056697,2
43.552769,-79.683551,2
49.833825,-99.989592,2
49.903851,-97.032014,2
49.953483,-97.156351,2
,0,2
52.110134,-106.691061,2
52.128107,-106.572643,2
49.688825,-112.834161,2
52.26512,-113.779447,2
53.703429,-114.189666,2
43.695488,-79.590901,2
,0,2
,0,2
45.903109,-66.831489,2
,0,2
46.079107,-64.818243,2
47.189907,-67.91176,2
,0,2
45.543139,-73.608953,2
49.899759,-97.207262,2
45.424909,-75.684288,2
,0,2
50.081983,-96.934134,2
43.633509,-79.66336,2
45.073682,-64.421036,2
43.658538,-79.397014,2
45.441222,-75.526715,2
46.080514,-64.798715,2
45.366825,-63.28718,2
45.379052,-63.247825,2
45.365865,-63.301244,2
49.213788,-68.187222,2
49.240632,-122.987943,2
,0,2
45.422221,-75.683997,2
45.422061,-75.683986,2
45.427319,-75.709979,2
,0,2
51.057228,-114.12793,2
49.132339,-66.486716,2
53.458253,-113.483401,2
,0,2
45.513957,-61.005102,2
44.716777,-63.671435,2
46.204756,-60.267071,2
49.856263,-97.320345,2
45.3831,-75.806851,2
48.447388,-123.46844,2
48.428166,-123.366243,2
48.450506,-123.370309,2
48.442024,-123.365733,2
48.419315,-123.361441,2
49.246374,-124.089791,2
43.741336,-79.319254,2
43.662128,-79.370901,2
51.023244,-114.031075,2
,0,2
49.895387,-97.144256,2
49.867979,-97.641215,2
49.874339,-97.199182,2
45.325378,-65.946844,2
52.127618,-106.660695,2
50.523608,-104.127969,2
53.200465,-105.730058,2
50.374895,-105.534215,2
52.136969,-106.659337,2
46.224529,-64.750645,2
47.405581,-68.363881,2
47.517353,-52.95954,2
46.79012,-71.353368,2
48.380755,-89.295647,2
48.429555,-123.364114,2
53.540796,-113.499386,2
49.219434,-122.96345,2
49.228811,-123.006053,2
49.24052,-122.968052,2
49.243079,-122.972988,2
45.284905,-66.038714,2
46.087931,-64.780278,2
45.277903,-66.055238,2
45.436925,-75.719995,2
45.419353,-75.702764,2
45.074564,-67.053212,2
46.396011,-63.792289,2
,0,2
43.871008,-66.118985,2
47.053816,-67.741149,2
45.420398,-75.694316,2
43.665245,-79.382023,2
43.599943,-79.743004,2
49.868904,-97.145282,2
49.911945,-97.175027,2
49.90707,-97.199462,2
49.843579,-97.112821,2
49.921621,-97.127843,2
45.407664,-75.711107,2
45.419046,-75.661764,2
48.650128,-123.396686,2
45.365302,-71.820307,2
,0,2
45.627247,-72.982429,2
48.400431,-71.218706,2
45.570315,-73.872898,2
46.370937,-72.555362,2
46.79728,-71.329236,2
46.019592,-73.45059,2
45.384207,-71.965361,2
46.252646,-72.593752,2
46.127485,-70.65294,2
48.444536,-68.526205,2
48.228663,-78.996991,2
45.552747,-73.531269,2
45.31235,-66.022189,2
49.889007,-97.141589,2
,0,2
46.162327,-62.644543,2
45.509986,-73.551757,2
50.0558,-124.971592,2
,0,2
,0,2
45.12399,-66.819126,2
44.903745,-76.251599,2
43.579563,-79.71051,2
43.860776,-79.377741,2
45.468226,-73.54322,2
43.775249,-79.325783,2
46.133759,-60.188658,2
46.140654,-60.194525,2
46.135931,-60.193373,2
47.51565,-52.813673,2
46.27951,-66.704084,2
45.273335,-66.003414,2
45.96275,-66.64032,2
45.964932,-66.647842,2
46.765425,-71.292269,2
52.172974,-106.639737,2
52.125447,-106.656111,2
52.148865,-106.647097,2
52.280337,-105.979869,2
52.128011,-106.644282,2
45.333421,-72.646848,2
44.674473,-76.389915,2
,0,2
52.244976,-113.810067,2
52.274101,-113.811876,2
52.268039,-113.810222,2
52.287887,-113.82569,2
52.268812,-113.808968,2
62.44535,-114.403779,2
62.453892,-114.369019,2
,0,2
43.838441,-66.114026,2
43.444322,-79.698741,2
44.60976,-63.619001,2
44.646838,-63.572429,2
45.893125,-74.152844,2
51.044008,-114.081553,2
51.022586,-114.042734,2
51.043202,-114.060259,2
45.430944,-75.669063,2
47.011979,-65.558109,2
46.997121,-65.549103,2
46.088995,-64.78904,2
46.862092,-71.267386,2
49.263509,-123.13526,2
49.456706,-117.507756,2
49.501157,-119.594967,2
49.863752,-119.129445,2
49.170967,-123.15917,2
49.321608,-123.06456,2
49.500258,-119.601811,2
43.647366,-79.392751,2
45.510604,-73.563336,2
50.667615,-120.363408,2
49.266593,-123.25578,2
48.063151,-66.371954,2
45.513524,-73.285917,2
44.267953,-76.565783,2
45.579643,-73.792599,2
63.727614,-68.444561,2
46.138552,-60.195937,2
46.395992,-63.793393,2
46.445159,-71.02583,2
46.912829,-71.364039,2
43.557509,-80.231579,2
60.722534,-135.052209,2
60.731615,-135.094443,2
49.052859,-122.310412,2
43.622836,-79.4804,2
46.234783,-63.131406,2
44.646631,-63.57178,2
44.682507,-63.491143,2
48.880815,-72.231331,2
46.233747,-63.127033,2
46.240114,-63.131885,2
53.203046,-105.726315,2
52.952384,-105.028068,2
53.196571,-105.778434,2
60.723925,-135.057524,2
60.731332,-135.088898,2
50.578348,-113.833924,2
50.034967,-110.678256,2
50.040346,-110.680541,2
50.031811,-110.667755,2
46.095332,-64.78559,2
46.0915,-64.770491,2
46.095862,-64.738922,2
46.050788,-64.08821,2
46.086697,-64.783271,2
45.377691,-75.681126,2
53.606015,-113.406781,2
50.735379,-56.60979,2
43.666059,-79.380917,2
45.384783,-75.738331,2
46.282633,-66.073379,2
48.168664,-53.972592,2
49.699916,-112.797303,2
53.532117,-114.005206,2
46.539375,-84.355017,2
43.901659,-78.708309,2
43.899965,-78.864645,2
49.339264,-123.050125,2
46.813097,-71.21236,2
46.614338,-72.692794,2
42.964388,-82.341864,2
42.973021,-82.378752,2
,0,2
49.829269,-97.151825,2
46.14367,-60.19332,2
45.509645,-73.668568,2
45.700538,-65.474552,2
47.622335,-70.144944,2
,0,2
43.678067,-79.398611,2
50.395328,-105.538517,2
50.44613,-104.621048,2
50.402646,-105.527835,2
50.402843,-105.571292,2
45.570406,-73.445982,2
49.229348,-122.994256,2
47.444358,-70.515522,2
53.709581,-113.206073,2
47.580877,-52.714913,2
48.929861,-55.655718,2
48.945734,-55.653755,2
53.63269,-113.625841,2
53.632686,-113.613725,2
53.541185,-113.502782,2
53.545024,-113.513432,2
53.544592,-113.490791,2
46.768101,-71.286793,2
46.817624,-71.22932,2
46.702791,-71.166683,2
46.807217,-71.213032,2
45.42105,-73.48586,2
47.682281,-68.884945,2
50.449838,-104.611008,2
50.482915,-104.618454,2
50.49424,-104.614202,2
50.64694,-104.868637,2
55.169844,-118.791314,2
53.549272,-113.449582,2
49.132289,-122.845668,2
49.260224,-122.880759,2
49.180274,-122.845701,2
49.155285,-122.778961,2
49.022858,-122.798133,2
49.118869,-122.75648,2
49.842802,-97.123833,2
50.289158,-107.799861,2
50.01503,-105.058596,2
50.286683,-107.794507,2
52.26899,-113.805408,2
45.457004,-75.736136,2
45.418521,-75.7028,2
45.270286,-75.902591,2
44.759581,-63.659954,2
44.715721,-63.672011,2
44.72948,-63.655207,2
44.63929,-63.592553,2
44.644909,-63.575103,2
53.543468,-113.506624,2
49.93307,-97.172101,2
44.007949,-79.475029,2
51.048576,-114.073494,2
45.408293,-72.742635,2
53.809041,-101.240202,2
49.982683,-98.267359,2
54.76639,-101.876731,2
51.148199,-100.052293,2
49.90616,-97.171496,2
43.837685,-79.342037,2
43.664643,-79.39095,2
45.244302,-66.11549,2
45.526168,-73.559699,2
43.637026,-79.556377,2
51.042949,-114.088655,2
49.842337,-99.991751,2
,0,2
43.871183,-79.279116,2
,0,1
,0,1
,0,1
45.370166,-73.74203,1
46.171646,-72.160012,1
,0,1
,0,1
53.4642,-113.201703,1
49.882299,-97.241275,1
,0,1
,0,1
45.516191,-74.715213,1
,0,1
,0,1
46.862099,-71.438308,1
,0,1
,0,1
50.993215,-114.059476,1
52.778178,-108.29418,1
52.232762,-113.713259,1
48.159092,-69.813702,1
,0,1
,0,1
,0,1
,0,1
,0,1
45.135326,-79.393079,1
,0,1
,0,1
49.149472,-122.770601,1
,0,1
,0,1
42.943754,-81.394052,1
,0,1
43.724496,-79.402291,1
45.41811,-75.698217,1
,0,1
45.640468,-73.82961,1
,0,1
,0,1
,0,1
45.343986,-66.016055,1
,0,1
,0,1
45.398858,-74.026106,1
,0,1
,0,1
48.611889,-93.397398,1
,0,1
,0,1
,0,1
53.010583,-112.831115,1
,0,1
,0,1
,0,1
,0,1
,0,1
45.447318,-73.454443,1
45.488449,-73.400152,1
45.55206,-73.640451,1
53.109461,-104.691387,1
,0,1
48.419563,-71.850215,1
49.12804,-122.644718,1
45.32868,-79.217154,1
,0,1
53.494319,-113.538513,1
,0,1
43.459781,-80.451725,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
46.095456,-64.788323,1
53.520815,-113.518489,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
43.183721,-79.545358,1
,0,1
42.616637,-80.449313,1
,0,1
,0,1
43.740427,-79.40618,1
,0,1
,0,1
,0,1
,0,1
,0,1
,0,1
43.690616,-79.312619,1
,0,1
,0,1
,0,1
,0,1
,0,1
43.508621,-79.68322,1
43.597915,-79.912628,1
50.911099,-114.095326,1
,0,1
,0,1
62.429394,-114.422931,1
